Topic,Word,POS,IPA,Pinyin,Meaning,Example,Translation,ImageURL
Bóng đá,Indirect free kick,n. phr,/ˌɪn.daɪˈrɛkt ˌfriː ˈkɪk/,jiàn jiē rén yì qiú,Đá phạt gián tiếp,It’s an indirect free kick.,Đây là một quả đá phạt gián tiếp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346350/Indirect-free-kick_jjfigu.png
Bóng đá,Kick off,phrasal v,/ˈkɪk .ɔːf/,kāi qiú,"Bắt đầu, lăn bóng",The match will kick off at 7 p.m.,Trận đấu sẽ bắt đầu lúc 7 giờ tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346353/Kick-off_lpbvyk.png
Bóng đá,Offside,n,/ˌɒfˈsaɪd/,yuè wèi,Việt vị,The goal was disallowed for offside.,Bàn thắng bị hủy vì lỗi việt vị.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346363/Offside_g5t93n.png
Bóng đá,Corner flag,n. phr,/ˈkɔːr.nər flæɡ/,jiǎo qí,Cờ cắm tại góc sân bóng đá,The corner flag fell over in the wind.,Cờ góc bị ngã vì gió mạnh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346319/Corner-flag_eke0vc.png
Bóng đá,Bet,v,/bɛt/,dǔ bó,Cá độ,He likes to bet on football matches.,Anh ấy thích cá cược các trận bóng đá.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346304/Bet_tr3cod.png
Bóng đá,The bench,n. phr,/ðə bɛnʧ/,hòu bèi xí,Băng ghế dự bị,The coach shouted instructions from the bench.,Huấn luyện viên hô chỉ đạo từ băng ghế huấn luyện.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346411/The-bench_nmek7o.png
Bóng đá,Foul,n,/faʊl/,fàn guī,"Lỗi, pha phạm lỗi",That was a dangerous foul.,Đó là một pha phạm lỗi nguy hiểm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346328/Foul_vzgay3.png
Bóng đá,Goal line,n. phr,/ˈɡoʊl laɪn/,qiú mén xiàn,Vạch kẻ (khung thành),The ball crossed the goal line.,Bóng đã vượt qua vạch khung thành.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346343/Goal-line_k9hsvm.png
Bóng đá,Shoot,v,/ʃuːt/,shè mén,"Ném, sút",He shoots and scores!,Anh ấy sút và ghi bàn!,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346386/Shoot_bjvdxq.png
Bóng đá,Goalkeeper,n,/ˈɡoʊlˌkiː.pər/,mén jiàng,Thủ môn,The goalkeeper made a great save.,Thủ môn đã cản phá xuất sắc.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346340/Goalkeeper_yhrcgv.png
Bóng đá,Defender,n,/dɪˈfɛn.dər/,hòu wèi,Hậu vệ,The defender blocks the shot.,Hậu vệ chặn cú sút.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346325/Defender_hhcwns.png
Bóng đá,Centre back,n. phr,/ˈsɛn.tər bæk/,zhōng hòu wèi,Trung vệ,The centre back clears the ball.,Trung vệ phá bóng ra xa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346310/Centre-back_drek7k.png
Bóng đá,Midfielder,n,/ˈmɪdˌfiːl.dər/,zhōng chǎng,Trung vệ,The midfielder controls the game.,Tiền vệ điều khiển nhịp độ trận đấu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346359/Midfielder_lueq3s.png
Bóng đá,Attacking midfielder,n. phr,/əˈtæk.ɪŋ ˈmɪdˌfiːl.dər/,jìn gōng zhōng chǎng,Tiền vệ tấn công,The attacking midfielder passes forward.,Tiền vệ tấn công chuyền bóng lên.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346301/Attacking-midfielder_lpjvzb.png
Bóng đá,Winger,n,/ˈwɪŋ.ər/,biān fēng,Cầu thủ chạy biên,The winger runs fast along the line.,Cầu thủ chạy cánh chạy nhanh dọc biên.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346419/Winger_h0ahf4.png
Bóng đá,Referee,n,/ˌrɛf.əˈriː/,cái pàn,Trọng tài,The referee blows the whistle.,Trọng tài thổi còi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346379/Referee_tnyqix.png
Bóng đá,Commentator,n,/ˈkɒm.ənˌteɪ.tər/,jiě shuō yuán,Bình luận viên,The commentator describes the play.,Bình luận viên tường thuật trận đấu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346316/Commentator_bjotxz.png
Bóng đá,Supporter,n,/səˈpɔːr.tər/,qiú mí,Cổ động viên,Every supporter cheered loudly.,Mọi cổ động viên đều hò reo lớn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346408/Supporter_sx1xw7.png
Bóng đá,Linesman,n,/ˈlaɪnz.mən/,biān cái,Trọng tài biên,The linesman raises his flag.,Trợ lý trọng tài giơ cờ báo hiệu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346356/Linesman_qbjylu.png
Bóng đá,Hooligan,n,/ˈhuː.lɪ.ɡən/,liú máng qiú mí,"Kẻ côn đồ, quá khích",A hooligan ran onto the pitch.,Một kẻ quá khích đã chạy vào sân.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346346/Hooligan_a1civ7.png
Bóng đá,Red card,n. phr,/ˈrɛd kɑːrd/,hóng pái,Thẻ đỏ,The player received a red card.,Cầu thủ bị nhận thẻ đỏ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346376/Red-card_sjze5p.png
Bóng đá,Yellow card,n. phr,/ˈjɛl.oʊ kɑːrd/,huáng pái,Thẻ vàng,He got a yellow card for diving.,Anh ấy bị thẻ vàng vì giả vờ ngã.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346422/Yellow-card_fd16lx.png
Bóng đá,Coach,n,/koʊtʃ/,jiào liàn,Huấn luyện viên,The coach plans the formation carefully.,Huấn luyện viên lên đội hình cẩn thận.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346313/Coach_wprnhu.png
Bóng đá,Reserve team,n. phr,/rɪˈzɜːrv tiːm/,hòu bèi duì,Đội dự bị,The reserve team trains every morning.,Đội dự bị tập luyện mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346383/Reserve-team_psnqby.png
Bóng đá,Caution,n,/ˈkɔː.ʃən/,jǐng gào,Lời cảnh cáo,The referee gives him a caution.,Trọng tài cảnh cáo anh ấy.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346307/Caution_eylfcn.png
Bóng đá,Stimulant,n,/ˈstɪm.jʊ.lənt/,xīng fèn jì,Chất kích thích,Stimulants are banned in sports.,Chất kích thích bị cấm trong thể thao.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346397/Stimulant_kodalq.png
Bóng đá,Strategy,n,/ˈstræt.ə.dʒi/,zhàn shù,Chiến lược,Their strategy focuses on defense.,Chiến thuật của họ tập trung vào phòng ngự.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346400/Strategy_guhndt.png
Bóng đá,Striker,n,/ˈstraɪ.kər/,qián fēng,Tiền đạo,The striker scored the winning goal.,Tiền đạo ghi bàn thắng quyết định.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346404/Striker_qbkot8.png
Giáng sinh,Winter,n,/ˈwɪn.tər/,dōng tiān,Mùa đông,Winter is my favorite season.,Mùa đông là mùa tôi thích nhất.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346517/Winter_tajhd5.png
Giáng sinh,Candle,n,/ˈkæn.dəl/,là zhú,Nến,We light a candle on Christmas Eve.,Chúng tôi thắp nến vào đêm Giáng Sinh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346469/Candle_l3hte1.png
Giáng sinh,Snow,n,/snoʊ/,xuě,Tuyết,Snow covers the streets in December.,Tuyết phủ đầy đường vào tháng Mười Hai.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346510/Snow_pvvqnq.png
Giáng sinh,Sack,n,/sæk/,dà dài zi,"Bao, túi",Santa carries gifts in his big sack.,Ông già Noel mang quà trong bao tải lớn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346501/Sack_tqgv1z.png
Giáng sinh,Card,n,/kɑːrd/,kǎ piàn,Tấm thiệp,I send a Christmas card to my friends.,Tôi gửi thiệp Giáng Sinh cho bạn bè.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346472/Card_s0u4xg.png
Giáng sinh,Fireplace,n,/ˈfaɪərˌpleɪs/,huǒ lú,Lò sưởi,The family gathers around the fireplace.,Cả gia đình quây quần bên lò sưởi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346488/Fireplace_ts2w0q.png
Giáng sinh,Chimney,n,/ˈtʃɪm.ni/,yān cōng,Ống khói,Santa comes down the chimney.,Ông già Noel chui xuống ống khói.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346475/Chimney_py8rua.png
Giáng sinh,Gift,n,/ɡɪft/,lǐ wù,Quà tặng,I got a lovely gift from my parents.,Tôi nhận được một món quà dễ thương từ bố mẹ.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346491/Gift_aruadg.png
Giáng sinh,Christmas,n,/ˈkrɪs.məs/,shèng dàn jié,Lễ Giáng Sinh,We celebrate Christmas with joy.,Chúng tôi đón Giáng Sinh trong niềm vui.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346478/Christmas_ocoruu.png
Giáng sinh,Ornament,n,/ˈɔːr.nə.mənt/,zhuāng shì pǐn,Đồ trang trí,The tree is full of shiny ornaments.,Cây được trang trí đầy đồ trang sức lấp lánh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346494/Ornament_hw8mlh.png
Giáng sinh,Pine tree,n. phr,/paɪn triː/,sōng shù,Cây thông,A big pine tree stands in the living room.,Cây thông lớn được đặt trong phòng khách.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346497/Pine-tree_wqxqde.png
Giáng sinh,Sled,v,/slɛd/,xuě qiāo,Xe trượt tuyết,Kids ride a sled down the hill.,Trẻ em trượt xe trượt tuyết xuống đồi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346507/Sled_z82y2p.png
Giáng sinh,Bell,n,/bɛl/,líng dāng,Chuông,The church bell rings at midnight.,Chuông nhà thờ vang lên lúc nửa đêm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346466/Bell_pf2hqw.png
Giáng sinh,Snowflake,n,/ˈsnoʊˌfleɪk/,xuě huā,Bông tuyết,Every snowflake has a unique shape.,Mỗi bông tuyết đều có hình dạng riêng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346513/Snowflake_mzuzck.png
Giáng sinh,Wreath,n,/riːθ/,huā huán,Vòng hoa,We hang a wreath on the door.,Chúng tôi treo vòng hoa trên cửa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346520/Wreath_hyeodr.png
Giáng sinh,Scarf,n,/skɑːrf/,wéi jīn,Khăn choàng cổ,She wears a red scarf in the cold.,Cô ấy đeo khăn choàng đỏ trong trời lạnh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346503/Scarf_j1uc7x.png
Giáng sinh,Christmas tree,n. phr,/ˈkrɪs.məs triː/,shèng dàn shù,Cây thông Giáng Sinh,We decorate the Christmas tree together.,Chúng tôi cùng nhau trang trí cây Giáng Sinh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346484/Christmas-tree_cezypv.png
Giáng sinh,Christmas card,n. phr,/ˈkrɪs.məs kɑːrd/,shèng dàn kǎ piàn,Thiệp Giáng sinh,I wrote my wishes on a Christmas card.,Tôi viết điều ước của mình trên thiệp Giáng Sinh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346483/Christmas-card_gea4zc.png
Đồ ăn,Beef,n,/biːf/,niú ròu,Thịt bò,I like grilled beef for dinner.,Tôi thích ăn thịt bò nướng cho bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346562/Beef_bvtlw6.png
Đồ ăn,Pork,n,/pɔːrk/,zhū ròu,Thịt heo,Pork is used in many Asian dishes.,Thịt heo được dùng trong nhiều món ăn châu Á.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346655/Pork_o4a05z.png
Đồ ăn,Bacon,n,/ˈbeɪ.kən/,péi gēn,Thịt ba rọi xông khói,She fries bacon for breakfast.,Cô ấy chiên thịt xông khói cho bữa sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346552/Bacon_xatuis.png
Đồ ăn,Ham,n,/hæm/,huǒ tuǐ,"Thịt đùi, thịt xông khói",We have ham sandwiches for lunch.,Chúng tôi ăn bánh mì kẹp giăm bông vào bữa trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346614/Ham_ekfftj.png
Đồ ăn,Yoghurt,n,/ˈjoʊ.ɡərt/,suān nǎi,Sữa chua,I eat yoghurt every morning.,Tôi ăn sữa chua mỗi sáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346687/Yoghurt_rar20q.png
Đồ ăn,Pie,n,/paɪ/,xiàn bǐng,Bánh nướng,Apple pie is my favorite dessert.,Bánh táo là món tráng miệng tôi thích nhất.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346648/Pie_ofalcl.png
Đồ ăn,Bread,n,/brɛd/,miàn bāo,Bánh mì,Fresh bread smells so good.,Bánh mì tươi có mùi rất thơm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346570/Bread_ttb2ui.png
Đồ ăn,Cake,n,/keɪk/,dàng gāo,Bánh ngọt,She bakes a chocolate cake.,Cô ấy nướng một chiếc bánh socola.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346579/Cake_snwnv7.png
Đồ ăn,Chip,n,/tʃɪp/,shǔ piàn,Khoai tây chiên,I eat chips while watching TV.,Tôi ăn khoai tây chiên khi xem TV.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346591/Chip_qyoob8.png
Đồ ăn,Biscuit,n,/ˈbɪs.kɪt/,bǐng gān,Bánh quy,The baby loves sweet biscuits.,Em bé thích bánh quy ngọt.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346566/Biscuit_vadkok.png
Đồ ăn,Noodle,n,/ˈnuː.dəl/,miàn tiáo,"Mì, bún",We cook noodle soup for lunch.,Chúng tôi nấu mì nước cho bữa trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346636/Noodle_sccnjl.png
Đồ ăn,Butter,n,/ˈbʌt.ər/,huáng yóu,Bơ,Butter melts on warm bread.,Bơ tan chảy trên bánh mì ấm.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346576/Butter_pqa8hg.png
Đồ ăn,Olive,n,/ˈɒl.ɪv/,gǎn lǎn,Quả ô liu,Olive oil is healthy for cooking.,Dầu ô liu rất tốt cho sức khỏe.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346640/Olive_shhp34.png
Đồ ăn,Soy,n,/sɔɪ/,huáng dòu,Đậu nành,Soy sauce adds flavor to food.,Nước tương làm món ăn thêm đậm đà.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346667/Soy_zz1m7g.png
Đồ ăn,Flour,n,/ˈflaʊər/,miàn fěn,Bột,We need flour to make pancakes.,Chúng tôi cần bột mì để làm bánh kếp.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346603/Flour_ipxoqe.png
Đồ ăn,Lunch,n,/lʌntʃ/,wǔ fàn,Bữa ăn trưa,Lunch is served at noon.,Bữa trưa được dọn vào buổi trưa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346629/Lunch_fh98ed.png
Đồ ăn,Mint,n,/mɪnt/,bò hé,Bạc hà,Mint leaves smell fresh.,Lá bạc hà có mùi thơm mát.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346633/Mint_yjnzrn.png
Đồ ăn,Vanilla,n,/vəˈnɪl.ə/,xiāng cǎo,Vani,I love vanilla ice cream.,Tôi thích kem vani.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346679/Vanilla_t6oq4y.png
Đồ ăn,Candy,n,/ˈkæn.di/,táng guǒ,Kẹo,The kids eat candy after school.,Bọn trẻ ăn kẹo sau giờ học.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346583/Candy_caisbn.png
Đồ ăn,Popcorn,n,/ˈpɒp.kɔːrn/,bào mǐ huā,Bỏng ngô,We share popcorn at the cinema.,Chúng tôi chia bắp rang ở rạp phim.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346651/Popcorn_aslgjd.png
Đồ ăn,Snack,n,/snæk/,xiǎo chī,Bữa ăn nhẹ,He eats a small snack at 4 p.m.,Anh ấy ăn nhẹ lúc 4 giờ chiều.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346659/Snack_rwhsu4.png
Đồ ăn,Barbecue,n,/ˈbɑːr.bɪ.kjuː/,kǎo ròu,Tiệc nướng ngoài trời,We have a barbecue in the garden.,Chúng tôi tổ chức tiệc nướng ngoài vườn.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346559/Barbecue_bjy97o.png
Đồ ăn,Fast food,n. phr,/ˌfæst ˈfuːd/,kuài cān,Thức ăn nhanh,Teenagers eat a lot of fast food.,Thanh thiếu niên ăn nhiều đồ ăn nhanh.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346596/Fast-food_e4qiv4.png
Đồ ăn,Junk food,n. phr,/ˈdʒʌŋk ˌfuːd/,lā jī shí pǐn,Đồ ăn vặt,Junk food is not good for your health.,Đồ ăn vặt không tốt cho sức khỏe.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346626/Junk-food_toazzb.png
Đồ ăn,Frozen food,n. phr,/ˈfroʊ.zən ˌfuːd/,dòng dòng shí pǐn,Thực phẩm đông lạnh,Frozen food is easy to store.,Thực phẩm đông lạnh dễ bảo quản.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346607/Frozen-food_eflvke.png
Đồ ăn,Health food,n. phr,/ˈhɛlθ ˌfuːd/,jiàn kāng shí pǐn,Thực phẩm tự nhiên,Health food helps you stay fit.,Thực phẩm lành mạnh giúp bạn giữ dáng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346618/Health-food_ejyq1b.png
Đồ ăn,Distinctive,adj,/dɪˈstɪŋk.tɪv/,yǒu tè sè,"Đặc trưng, khác biệt",This dish has a distinctive taste.,Món ăn này có hương vị đặc trưng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346593/Distinctive_oojji5.png
Đồ ăn,Flavor,n,/ˈfleɪ.vər/,wèi dào,Hương vị,The soup has a great flavor.,Món súp có hương vị tuyệt vời.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346600/Flavor_jujgcl.png
Đồ ăn,Balanced diet,n. phr,/ˈbæl.ənst ˈdaɪ.ət/,jūn hé yíng yǎng,Chế độ ăn uống cân bằng,Eat a balanced diet every day.,Hãy ăn uống cân bằng mỗi ngày.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346556/Balanced-diet_w3cfrx.png
Đồ ăn,Stale,adj,/steɪl/,chén de,"Ôi, thiu",The bread is stale.,Bánh mì bị cũ rồi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346671/Stale_pclqjq.png
Đồ ăn,Sour,adj,/ˈsaʊ.ər/,suān de,Chua,The milk tastes sour.,Sữa có vị chua.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346663/Sour_rhk7se.png
Đồ ăn,Burnt,adj,/bɜːrnt/,jiāo de,"Cháy, khét",The toast is burnt.,Bánh mì nướng bị cháy.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346572/Burnt_zb7prt.png
Đồ ăn,Overdone,adj,/ˌoʊ.vərˈdʌn/,tài shú de,"Quá chín, rục",The steak is overdone.,Miếng thịt bò bị nấu quá chín.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346644/Overdone_hfszyb.png
Đồ ăn,Underdone,adj,/ˌʌn.dərˈdʌn/,shēng de,"Chưa chín, tái",The chicken is underdone.,Thịt gà bị tái.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346675/Underdone_griftp.png
Đồ ăn,Full,adj,/fʊl/,bǎo de,No,I’m full after dinner.,Tôi no sau bữa tối.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346610/Full_o2mdhp.png
Đồ ăn,Veal,n,/viːl/,niú dú,Thịt bê,Veal is soft and delicious.,Thịt bê mềm và ngon.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346683/Veal_opitly.png
Đồ ăn,Cereal,n,/ˈsɪər.i.əl/,gǔ wù,Ngũ cốc,He eats cereal with milk.,Anh ấy ăn ngũ cốc với sữa.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346589/Cereal_jrmtpg.png
Đồ ăn,Hot dog,n. phr,/ˈhɒt dɒɡ/,rè gǒu,Bánh mì kẹp xúc xích,She buys a hot dog from the stall.,Cô ấy mua một chiếc xúc xích kẹp bánh mì từ quầy hàng.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346622/Hot-dog_lb1nzk.png
Âm nhạc,Music,n,/ˈmjuː.zɪk/,yīn yuè,Âm nhạc,I love listening to music every day.,Tôi thích nghe nhạc mỗi ngày.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346798/Music_zgwuqa.png
Âm nhạc,Band,n,/bænd/,yuè duì,"Nhóm nhạc, ban nhạc",The band is playing on the stage.,Ban nhạc đang biểu diễn trên sân khấu.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346737/Band_hsbvyg.png
Âm nhạc,Play,v,/pleɪ/,yǎn zòu,Chơi (nhạc cụ),She can play the piano very well.,Cô ấy có thể chơi piano rất giỏi.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346825/Play_u1dzah.png
Âm nhạc,Note,n,/noʊt/,yīn fú,Nốt nhạc,I can’t read a single music note.,Tôi không biết đọc nốt nhạc nào cả.,https://res.cloudinary.com/djtpwtahg/image/upload/v1759346805/Note_in3nqc.png
